396,Биогр.,Джон Пайпер,Верные Богу. Том 1,"Торжество Божьей благодати в жизни Августина, Лютера и Кальвина",Том 1,,
397,Биогр.,Джон Пайпер,Верные Богу. Том 2,"Плод страданий в жизни Джона Буньяна, Вильяма Купера, Дэвида Брейнерда",Том 2,,
398,Биогр.,Джон Пайпер,Верные Богу. Том 3,"Непоколебимое основание - Несокрушимое упорство в жизни Джона Ньютона, Чарльза Симеона и Уильяма Уилберфорса",Том 3,,
399,Биогр.,Джон Пайпер,Верные Богу. Том 4,"Борьба за истину - Защита правды и ценности Христа в жизни Афанасия, Джона Оуэна и Дж. Мейчена",Том 4,,
400,Биогр.,Джон Пайпер,Верные Богу. Том 5,"Восполнение скорбей Христовых. Цена проповеди Евангелия в жизни Уильяма Тиндейла, Адонирама Джадсона и Джона Патона",Том 5,,
401,Д и Н,Чарльз Стэнли,Как обрести надежду,Как в трудных обстоятельствах жизни сохранить живую надежду и последовательную верность Христу.,,,
0402,Биогр.,Гюнтер Виске.     Генрих Левен мл.  ,Они следовали за Иисусом,"Девять ярких биографий из полувековой истории Церкви. Живя в разное историческое время, в разных условиях, они сохранили верность открытому им евангельскому учению.",,,
0403,Д и Н,Билли Грэм,Мир с Богом,Книга дает ясные и исчерпывающие ответы на самые насущные жизненные вопросы каждого человека,,,
0404,Д и Н,Пол Трипп,Война слов,"Истоки и решение проблем общения. Какой силой и каким влиянием могут обладать слова, каким прекрасным даром и благословением они могут быть, а также какую опасность они могут таить в себе. Книга научит сначала думать, а потом говорить.",,,
0405,М и Род,Дафни Керк,Воссоединение поколений,"Практические способы как изменить нашу жизнь и жизнь окружающих, и решить проблему ""отцов и детей"" как в церковной, так и в повседневной жизни",,,
0406,дух,Айвен Х.  Френч,Принципы и практика молитвы,,,,
0407,Худ.,Виталий Полозов,Прощеный хлеб,Сборник повестей и рассказов,,,
0408,Худ.,Сергей Курдаков,"Прости меня, Наташа","О молодом человеке Сергее Курдакове, который рос и воспитывался во времена правления коммунистов. Автор четко и точно описывает влияние этого режима на сознание человека, воспитывающее в нем жестокость и бесчеловечность. Сергей с товарищами совершает облавы на христиан,  жестоко избивая их. Но ему удается сбросить обман и ложь и прийти к вере в Бога.",,,
0409,М и Род,Гэри Чепмен,Пять языков любви,"Существует пять языков любви: слова поощрения, время, подарки, помощь, прикосновения. Как научиться понимать язык другого и выражать ему свою любовь.",,,
0410,Д и Н,Джон Буньян,Путешествие Пилигрима,Аллегорический рассказ о путешествии Христианина в Небесную страну,,,
0411,Худ.,Чем люди живы,Сборник христианских рассказов русских классиков,Том 2,,,
0412,М и Род,Гэри Чепмен,Пять языков любви,"Существует пять языков любви: слова поощрения, время, подарки, помощь, прикосновения. Как научиться понимать язык другого и выражать ему свою любовь.",,,
0413,Б и П,Е. Н. Пушков,Увядающий тюльпан ,Обзор литературных трудов по кальвинизму и арминианству,Издательство  Христианин,,
0414,Д и Н,А. С. Сладков ,Книга Бытие-Евангелие древности,"Комментарии доктора технических наук к  книге Бытие ( сотворение мира, потоп)",,,
0415,Биогр.,"Издательство ""Свет на Востоке""",Когда сердца касается  Бог,Письма и свидетельства,,,
0416,Д и Н,Джон Мак-Артур,Наша достаточность во Христе,"Автор разоблачает основные заблуждения (мистицизм, психология и т. д.), на которые христиане поменяли свои источники, и объясняет, как их избежать. Что значит иметь ""достаточность во Христе"". ",,,
0417,М и Род,Сьюзент Хант,Твой дом-обители благодати,Практические советы молодым семьям,,,
0418,Д и Н,Яков Крекер,Возрастание веры,"Вера в жизни Авраама, Исаака, Иосифа и Иакова",,,
0419,Д и Н,Макс Лукадо,Он выбрал гвозди,"Что выбрал Бог, чтобы завоевать твое сердце ",,,
0420,Худ.,"Издательство ""GBV""",Сборник рассказов,"""От Синая до Голгофы"", ""Старый Симон"", ""Маленькие домостроители"", ""Гайят"", ""Тайна коттеджа Фазан"", ""Шестеро и микроавтобус"".",Том 1,,
0421,Худ.,"Издательство ""GBV""",Сборник рассказов,"""Маяк на скале"", ""Хижина на берегу моря"", ""Вилфред"".",Том 2,,
0422,Д и Н,Макс Лукадо,Он выбрал гвозди,"Что выбрал Бог, чтобы завоевать твое сердце ",,,
0423,Д и Н,"Пол Брэнд, Филипп Янси",По образу Его,"В пяти разделах книги - Образ, Кровь, Голова, Дух, Боль, - известный хирург показывает взаимодействие Бога и Церкви, Бога и христианина",,,
0424,Д и Н,Макс Лукадо,И ангелы молчали,"Книга посвящена Страсной неделе Иисуса Христа. Глядя на Него, можем научиться, как самим достойно пройти этот путь. ",,,
0425,Д и Н,"Джери МакГрегор, Мэри Прайс","1001 удивительный факт, который следует знать о христианстве ","Малоизвестные факты, а также дополнительная информация о хорошо известных аспектах христианства",,,
0426,Д и Н,Макс Лукадо,Я не центр Вселенной,"Спасаясь от жизни не приносящей счастья. Как поменять жизненный фокус, как убежать от жизни, полной эгоизма, и как начать жизнь, полную смысла. ",,,
0427,Д и Н,Макс Лукадо,Нежный гром,"Как услышать Божий голос среди шторма. На что готов отважиться Бог, чтобы обратить на Себя твое внимание.",,,
0428,Биогр.,В. М. Журавлёв,Сила в немощи. Свидетельства из жизни. Том 2,Свидетельства о чудных делах и благословениях Божьих,Том 2,,
0429,Худ.,Лори Вик,Свет в окне,"О радости, которую обретают те, кто готов доверять Божьим планам относительно своей жизни",,,
0430,Биогр.,Рабиндранат Р. Махарадж,Смерть одного гуру,Автобиографическая повесть молодого брамина. Содержит сравнение двух мировых религий: индуизма и христианства,,,
0431,Д и Н,,Библия,,,,
0432,Толк.,Мэтью Генри,Евангелие от Матфея,Толкование на книги Нового Завета,,,
0433,Толк.,Мэтью Генри,"Евангелие от Марка, Луки",Толкование на книги Нового Завета,,,
0434,Толк.,Мэтью Генри,Евангелие от Иоанна,Толкование на книги Нового Завета,,,
0435,Толк.,Мэтью Генри,Деяния святых Апостолов,Толкование на книги Нового Завета,,,
0436,Толк.,Мэтью Генри,"Иакова, 1 и 2 Петра, 1-3 Иоанна, Иуды, Римлянам, 1 и 2 Коринфянам",Толкование на книги Нового Завета,,,
0437,Толк.,Мэтью Генри,"Галатам, Ефесянам, Филиппийцам, Колоссянам, 1-2 Фессалоникийцам, 1-2 Тимофею, Титу, Филимону, Евреям, Откровение",Толкование на книги Нового Завета,,,
0438,Худ.,Кристина Рой,Когда жизнь только начиналась,"Мартын Цапола, возвращается с плена и узнает, что его жена вышла замуж. Сердце солдата не выдерживает такого удара. В этот момент в словацкое село Тополово приезжает школьный учитель, который не только возвращает беднягу к жизни, но и помогает ему обрести дар жизни вечной.",,,
0439,Худ.,Тамара Резникова,Предназначена жить,Сборник повестей,,,
0440,Худ.,Люси Мод Монтгомери,Аня из Авонлеи,"Аня, сирота попадает в мир семьи Касберт, изменяет его и сама изменяется к лучшему.",,,
0441,Д и Н,Филип Янси,Что удивительного в благодати?,"Автор проводит нас через все парадоксы и алогичности благодати и показывает, что только приняв Божью благодать можно стать человеком",,,
0442,Биогр.,Вальдемар Цорн,Листая памяти страницы,"Автор выбирает из прожитой им ""книги"" самые дорогие и значимые ""страницы"" и приглашает читателя к сопереживанию и совместным размышлениям",,,
0443,Б и П,Луис Беркхов,История христианских доктрин,"Труд о том, как изменялись, развивались и сохранялись основные христианские доктрины сквозь всю историю Церкви.",,,
0444,Д и Н,Вернер Гитт,Этот удивительный мир - человек,,,,
0445,Б и П,"Х. Дж. Хендрикс,      У. Д. Хендрикс",Жить по книге,"Книга посвящена качественному изучению Библии. Рассматриваются три этапа: наблюдение, толкование и применение.",,,
0446,Д и Н,Филип Янси,"Библия, которую читал Иисус","Книга помогает читателю увидеть актуальность Ветхого Завета. В беседе о книге Иова, Второзаконии, Псалмах, Екклезиаста, пророков автор показывает, что они раскрывают нам суть человеческой природы, рассказывают о ценности человеческой личности.",,,
0447,Толк.,Рэй Стэдмен,Последнее Слово Бога. Постигая Откровение.,Толкование книги Откровение,,,
0448,Д и Н,Филип Янси,"Иисус, которого я не знал",Автор вовлекает читателя в библейское и историческое расследование: кто же был и есть Иисус? Перед нами предстает Иисус - Человек и  Иисус - Бог.,,,
0449,Д и Н,Макс Лукадо,Выйди навстречу своим великанам, История царя Давида и ее применение в жизни современных христиан,,,
0450,Ист.,Эрвин Люцер,Крест Гитлера,"Церковь времен 3-го  Рейха или рассказ о том, как Крест Христов пытались заменить на крест Гитлера (свастику)",,,
0451,Биогр.,"Николай Водневский, Михаил Козлов",Дорогой к свету,"Биография М. Козлова, его жизнь в СССР, бегство из тюрьмы, скитания и обретение смысла жизни в Боге.",,,
0452,Д и Н,Ричард Пратт,Сотворен для достойной цели,"Даже христиане иногда затрудняются ответить на вопрос: кто мы? какими Бог сотворил нас? во что мы себя превратили? и какими мы можем стать во Христе. Книга показывает, как удивительный Божий план может осуществиться в жизни Его народа",,,
0453,Д и Н,Макс Лукадо,Шесть часов одной пятницы,"Из примеров, взятых со страниц Библии, вы извлечете ценные уроки, которые помогут вам понять, почему эти 6 часов, несмотря на весь ужас и боль, так прекрасны",,,
0454,Ист.,Эрвин Люцер,Крест Гитлера,"Церковь времен 3-го  Рейха или рассказ о том, как Крест Христов пытались заменить на крест Гитлера (свастику)",,,
0455,Д и Н,Макс Лукадо,Путешествие налегке,"Почему мы, путники, выглядим такими утомленными? Автор призывает нас по-новому прочесть 22й псалом и сбросить с себя бремя, нести которое мы не должны",,,
0456,Худ.,Джон Мильтон,Потерянный и возвращенный рай,Эпические поэмы с использованием библейских образов. ,,,
0457,Биогр.,Джон Торнбери,Дэвид Брейнерд апостол индейцев,"Дэвид Брейнерд оказал колоссальное влияние на миссионерское движение, а также оставил великий пример личной святости и преданности Богу. История его короткой, но яркой жизни вдохновит современных верующих отдавать больше сил благовестию",,,
0458,Д и Н,Джон Мак-Артур,Раб: Истина о наших взаимоотношениях со Христом,"Автор объясняет, что Иисус освобождает нас от неволи в царственное рабство, чтобы мы были Его собственностью",,,
0459,Ист.,Эрл Е. Кернс,Дорогами христианства,"Историческое развитие христианства, его взаимосвязь с социальными и политическими явлениями жизни, возникновение различных конфессий - вопросы, освещенные в этой книге",,,
0460,Д и Н,Чарльз Хаммель,У времени в плену,"Книга отвечает на вопросы: как жить, чтобы на все хватало времени? Как отличить важное дело от псевдоважного? Как управлять жизнью, а не временем?",,,
0461,Д и Н,"К. Хэм, Дж. Сарфати, К. Виланд, Д. Бэттен",Книга ответов,"Ответы на 20 наиболее часто задаваемых вопросов о сотворении, эволюции и книге Бытия",,,
0462,Биогр.,Н. Храпов,Счастье потерянной жизни,"Автобиографический роман, жизнь автора которого уникальна, поскольку даже за написание этой книги его, 66-летнего старика посадили на три года. Но ничто не сломило этого героя веры в его уповании на Бога.",,,
0463,Д и Н,Дж. Мэйсон,"Ты родился оригиналом, не умри копией!",Книга решительно атакует заурядность. Бог неспроста запланировал для вашей жизни определенную цель.,,,
0464,Б и П,Вильгельм Буш,Приди домой,Проповедь о блудном сыне,,,
0465,Толк.,Тимур Расулов,Поклонение во тьме,Размышления над книгой Иова,,,
0466,Худ.,Родион Березов,Чудо,Сборник рассказов и стихотворений,,,
0467,Худ.,Кристина Рой,      Сила Света,"Богатая американская наследница, мечтавшая стать миссионеркою, по воле родных становится невестой двоюродного брата. Ее жизнь полностю меняется после переезда в Польшу...",Том 1,,
0468,Худ.,Кристина Рой,      Сила Света,"Богатая американская наследница, мечтавшая стать миссионеркою, по воле родных становится невестой двоюродного брата. Ее жизнь полностю меняется после переезда в Польшу...",Том 2,,
0469,Худ.,Андрей Везиков,Молодо-зелено 5,"Повесть адресована прежде всего подросткам. Опора в жизни - истина, возвещенная в Евангелии",Том 5,,
0470,Толк.,Джон Каррид,Бытие. Главы 25-50,Комментарии на книгу Бытие,Том 2,,
0471,Д и Н,Пол Вошер,Проповедь Евангелия и истинное обращение,"Автор бросает вызов упрощенному христианству и размышляет над подлинным значением веры, покаяния и принятия Христа",,,
0472,Д и Н,Джей Адамс,"Прощены, чтобы прощать","Автор рассматривает, что говорит Библия о прощении и как это применяется на практике",,,
0473,М и Род,Гэри Чапмен,Теперь ты говоришь на моем языке,Как искренние отношения и глубокое взаимопонимание могут укрепить ваш брак,,,
0474,Худ.,,Сборник христианских стихов,,,,
0475,М и Род,Джош Мак-Дауэлл,Как помочь молодежи,"Руководство для молодежных лидеров, пасторов и родителей. Совмещая эмоциональную заботу и сочувствие со здравым библейским основанием, автор исследовал основные проблемы подростков и молодежи.",,,
0476,Д и Н,Ларри Беркетт,Бизнес по Книге,Руководство по применению библейских принципов на рабочем месте,,,
0477,Д и Н,,Библия (1926 год издания),,,,
0478,Д и Н,Джон Пайпер,Чему радуется Бог?,Размышления об удовольствии быть Богом. Книга рассматривает все основополагающие христианские доктрины.,,,
0479,Д и Н,Эдвин Луис Коул,Сильные мужчины в тяжелые времена,"Раньше было время Есфирей. Сейчас время Даниилов. Наш мир нуждается в сильных мужьях, отцах, лидерах...",,,
0480,Д и Н,Макс Лукадо,Спаситель рядом,"Иисус, просто Бог, мог бы сотворить нас, но не понимал бы нас. Иисус, просто Человек, мог бы любить нас, но не смог бы спасти. Но Иисус - Бог и Человек. Он достаточно близок, чтобы прикоснуться. Он достаточно силен, чтобы Ему можно было доверять. Спаситель рядом.",,,
0481,Биогр.,Ольга Шевелева,Просто другая,"Автобиографическое повествование о долгожданной дочери, которая родилась по воле Божьей ребенком с особыми потребностями, но от этого не стала менее любимой",,,
0482,Биогр.,Питер Мастерс,Люди высокой цели,"Биографии известных людей, которые пережили чудо обращения к Богу.        Нам, людям, живущим в 21-м веке, есть над чем подумать.",,,
0483,Биогр.,Герман Гартфельд,"Церковь, пасторы и стукачи",Тема книги - роль пастора в церкви и его взаимоотношения с паствой в жестких условиях государственного атеизма,,,
0484,М и Род,Вильфрид Плох,Брак для Славы Божией,"Практическая книга, основная мысль которой заключается в том, что брак - это пожизненная  связь, которую человек не должен разрывать",,,
0485,М и Род,Джон Пейсти,Чтобы семья была крепкой,"Данную книгу характеризуют широкий диапазон тем, конкретность, откровенность, удивительное сочетание глубины содержания и простоты изложения основных библейских принципов",,,
0486,М и Род,Джеймс Добсон,Любовь на всю жизнь,"Реальная семейная жизнь порой сильно отличается от наших мечтаний. В это время важно помнить, что Богу под силу сохранить наше семейное састье на всю жизнь",,,
0487,Д и Н,Джон Стотт,Крест Христа,"Отвергая все небиблейские концепции дотрины искупления, автор показывает единственно правильный взгляд на смерть Христа как заместительное наказание",,,
0488,Д и Н,Джон Стотт,Новые проблемы современных христиан,"Автор рассматривает нашу активность в области охраны окружающей среды, изменчивое лицо прав человека,проблемы гомосесуализма и эвтаназии и многие другие вопросы.",,,
0489,Д и Н,Макс Лукадо,Жаждущий пусть приходит," Лукадо  призывает нас глубоко черпать из Божьего Источника, наделяющего нас силой и способностью жить той жизнью, которую приготовил для нас Бог ",,,
0490,Д и Н,Филип Янси,Разочарование в Боге,Справедлив ли Бог? Почему Бог молчит? Почему Бог прячется от нас? Автор отвечает на эти вопросы в этой книге,,,
0491,Д и Н,Филип Янси,"Где Бог, когда я страдаю?","Проблема боли не нова, но окончательный ответ на нее не прозвучит, видимо, никогда.Существует ли иной подход к проблеме страданий, кроме как загонять Бога в угол своими обвинениями? Это предстоит выяснить читателям книги",,,
0492,Д и Н,Филип Янси,"Библия, которую читал Иисус","Книга помогает читателю увидеть актуальность Ветхого Завета. В беседе о книге Иова, Второзаконии, Псалмах, Екклезиаста, пророков автор показывает, что они раскрывают нам суть человеческой природы, рассказывают о ценности человеческой личности.",,,
0493,Д и Н,Иван Лещук,Экология Духа,"В книге представлена оценка отрицательного влияния информационно-компьютерных технологий на психическое здоровье и духовность человека, а также предложены методы духовной терапии и профилактики различных злоупотреблений в этой области.",,,
0494,Худ.,Тамара Резникова,Против попутного ветра,Повести,,,
0495,Худ.,Тамара Резникова,Очередь в небо,Повести и рассказы,,,
0496,М и Род,"Росс Кэмпбелл, Гарри Чепмен",Когда ваши дети выросли,"Эта книга - ценное пособие для родителей детей в возрасте от 18 до 35 лет, а также для тех, у кого уже взрослые внуки. Авторы учат, как разумно и с любовью наставлять тех, кому мы нужнее всего.",,,
0497,Ист.,Иосиф Флавий,Иудейская война,"""Иудейская война"" - ценнейший источник по истории Иудеи и восстанию евреев против римлян в 66-71 гг. - от непосредственного участника и руководителя восстания ",,,
0498,М и Род,Гэри Чепмен,Выигрывают оба,Руководство по мирному разрешению семейных конфликтов,,,
0499,Д и Н,Дэн Лукарини,Почему я изменил свое мнение о современной христианской музыке,"Признание бывшего руководителя музыкального служения, который на личном опыте убедился в том,  что упор на музыку, особенно на рок-музыку, приводит к разделению в церкви и смещает центр внимания во время поклонения с Бога на человека",,,
0500,Биогр.,Харольд Дж. Сейла,"Истинные герои, или Люди, которые изменили мир",Сто поучительных историй из жизни необычных людей содержит эта книга. Известные и забытые - все они в свое время положительно  влияли на мир  ,,,
0501,Биогр.,Родион Березов,Что было,Одно из лучших и благословенных произведений автора. Читающие эту автобиографию найдут много полезного для своей души,,,
0502,Д и Н,Филип Янси,"Почему? Вопрос, который остается всегда","Книга обращается к тем, кто несет бремя страданий, чья вера пошатнулась, кто испытал разочарование, но пытается найти смысл в том, что происходит",,,
0503,Б и П,Чарльз Сперджен,Благодатью Вы спасены,Проповеди,,,
0504,Б и П,Чарльз Сперджен,Лекции моим студентам,Книга содержит мудрые советы по всем аспектам подготовки к проповеди,,,
0505,М и Р,Эмерсон Эггерих,Любовь и уважение,"Книга объясняет супругам, как справиться с негативной реакцией друг на друга в соответствии с библейскими истинами ",,,
0506,Худ.,Дэвид Бейкер,Обольщение Евы Фольк,Роман о христианах в гитлеровской Германии,,,
0507,Ист.,И. Я. Бокмелдер,Всеобщая история христианской церкви,"Автор дает  обзор истории христианской церкви,  делает попытку ответить на вопросы, почему церковь переживала, духовные взлеты и падения указывая на две, всегда шедшие рядом, ветви христианства - истинную и номинальную.",,,
0508,Д и Н,Вера Кушнир,Женщины Библии,"Автор в легкой и доступной форме предлагает свой, проверенный опытом, взгляд на жизненный путь женщин, о которых упоминает Библия",,,
0509,М и Род,Ненси Ван Пелт,Успешный брак,"Автор дает ценные советы, основанные на библейских взглядах на семью.",,,
0510,М и Род,Ненси Ван Пелт,Найти и удержать,"Автор дает ценные советы, основанные на библейских взглядах на семью.",,,
0511,Д и Н,Мэтью Мид,Обнаружен почти христианин,"Мид бросает вызов неискренним верующим, ищущим только благ от Христа. Те же, кто жаждет углубить свои отношения с Христом, найдут в этой книге много полезного",,,
0512,Д и Н,Филип Янси,Много шума из-за церкви,"Автора отличает честный взгляд на мир, церковь и жизнь христианина. Он не боится поднимать вопросы, которые предпочитают избегать в христианском мире. Книга буквально заставляет нас переосмыслить свое отношение к церковной жизни",,,
0513,Худ.,Тамара Резникова,А звезды видели все,Автобиографический роман,,,
0514,М и Р,Джон Пайпер,Этот преходящий брак,Книга раскрывает библейское учение о браке.,,,
0515,М и Р,Рэнди Элкорн,Принцип чистоты,"Основанная на библейских истинах и полная практических советов, книга поможет хранить себя в чистоте, подавать пример чистоты дома, учить этому детей, соблюдать чистоту отношений в любом возрасте, до брака и в браке",,,
0516,Д и Н,Пол Вошер,Сила и смысл Евангелия,Автор излагает ключевые истины Благой Вести и помогает заново открыть для себя Евангелие во всей его красоте,,,
0517,Д и Н,Джон Мэйсон,"Ты родился оригиналом, не умри копией!",Книга решительно атакует заурядность. Бог неспроста запланировал для вашей жизни определенную цель.,,,
0518,Худ.,Неизвестный,Сын Каиафы," Книга перенесет вас в Капернаум и Иерусалим времен Христа и перед вами предстанут  герои евангельских историй - Сам Иисус, Мария, Каиафа, Пилат, а также многие, кому Христос помог исцелиться телом или душою.",,,
0519,Худ.,Урсула Кох,Розы в снегу,"Роман-биография Катарины Лютер, урожденной фон Бора. ",,,
0520,Худ.,Михаэль Аккерманн,Рокки,"История жизни  рокера, который нашел Христа. Реальная жизнь. Реальные факты.",,,
0521,Б и П,Джон Пайпер,Грядущая Благодать,Цель данной книги - освободить человеческие сердца от необходимости служить проходящим удовольствиям греха,,,
0522,Худ.,Фрэнсин Риверс,Веяние тихого ветра,"В древнем мире юная рабыня деляет все для спасения семьи, которой она служит, и любимого человека",,,
0523,Худ.,Фрэнсин Риверс,Рассвет наступит неизбежно,Гладиатор Атрет обретает истинную веру,,,
0524,Худ.,Фрэнсин Риверс,Эхо во тьме,"Она чудом избежала смерти. Но теперь она должна рисковать жизнью ради человека, отправившего ее на смерть",,,
0525,М и Род,Гэри Томас,Священный брак,"Цель книги - показать, как брак может способствовать духовному росту супругов",,,
0526,Д и Н,Андрей Мурзин,Диалог с православием,Как эффективно благовествовать номинальным православным,,,
0527,Б и П,Рэнди Элкорн,Небеса,На что похожи Небеса? Чем мы будем заниматься? Будем ли мы похожи на себя? Может ли Небо наскучить?,,,
0528,М и Род,Эд Янг,10 заповедей успешного брака,"Что можно и что нельзя делать, если хочешь быть счастливым.",,,
0529,М и Род,Пол Дэвид Трипп,Секс и деньги,"Что заставляет меня (автора) писать об этом? Ответ 3 слова: безумие, зависимость и слава.",,,
0530,Толк.,Джон Каррид,Бытие. Том 1,Комментарии на книгу Бытие,главы 1- 24,,
0531,Толк.,Алексей Прокопенко,Бытие,Комментарии на книгу Бытие. Все главы.,,,
0532,Худ.,Людмила Шторк ,Тернистые тропы любви,В книге прослеживается судьба пастора Марка - с юности до самых преклонных лет. Действие происходит в годы репрессий и жестоких гонений на церковь в СССР. Через все это вынуждена пройти его семья,,,
0533,Худ.,Виталий Полозов,Странник я на земле,Повесть о реальных событиях в тайге. С подобными людьми В. Полозов долгое время сам работал.,,,
0534,Худ.,Франсин Риверс,Сад Лиоты,"История семьи, несколько поколений которой страдают от взаимного непонимания. Смогут ли они простить друг друга и вновь собраться под одной крышей?",,,
0535,Худ.,Франсин Риверс,Алая нить,"Две женщины. Две судьбы. Несмотря на разделяющие их столетия, они соединены одним потрепанным дневником.",,,
0536,Худ.,Лори Вик,По прошествии времени,"Бобби Бредфорд, конечно не была первой красавицей, но Джеф Тейлор не имел права ее обижать. Она уехала из города и так и не вернулась. Джеф ждал ее пять лет, чтобы извиниться. Возродится ли их дружба?",Книга 2,,
0537,Худ.,Лори Вик,Сэн Донован,"Юноша стал членом банды воров, но попался на первом же грабеже. По закону округа спасти мужчину от виселицы может женщина, если выйдет за него замуж.",Книга 3,,
0538,Худ.,Лори Вик,Дочь Донована,"Школьная учительница стала в центре провинциального скандала, который стал угрожать ее карьере. Отступит ли она перед ложными обвинениями или будет бороться?",Книга 4,,
0539,Худ.,Виктор и Тамара Резниковы,Помилованные,Автобиографическая повесть. Из сердца моего- поэзия.,,,
0540,Биогр.,Christliche Literatur- Verbreitung (CLV),Джон Патон,Миссионер среди каннибалов Южного моря (группа островов Новые Гебриды в Тихом Океане),,,
0541,Худ.,Тамара Резникова,Белые Страницы,"Истории из жизни обычных людей, чьи судьбы стали неразрывно связаны с верою в Спасителя. ",,,
0542,Худ.,Тамара Резникова,Абрикосовое Дерево,"Молодая женщина, пережившая смерть близких, предательство и ложь любимого человека, в свои 25 лет уже опустошена и разочарована жизнью. С абрикосовым деревом ее связывают много дорогих воспоминаний юности",,,
0543,Худ.,Тамара Резникова,Сочинение,"Через всю жизнь пронесла молодая учительница свою единственную любовь к Тимофею,которого полюбила еще в юности. Тогда им пришлось расстаться, но пришло время и Бог снова соединяет одинокие судьбы.",,,
0544,Худ.,Людмила Шторк ,Свет сквозь мрак,"Нужно иметь немало мужества, чтобы принять жизнь без бунта и обиды - понимая, что Бог готов дать покой.",,,
0545,Худ.,Людмила Шторк ,"Жизнь за гранью, или обретенное счастье","Преуспевающий бизнесмен Денис имеет в жизни все, что пожелает. Только после того как он узнал, что заражен ВИЧ- инфекцией, он приходит к Богу.",,,
0546,Худ.,Виталий Полозов,На бурных перекатах,"Повествует о гонениях, имевших место в 20 столетии в бывшем СССР.",,,
0547,Д и Н,Лейтон Талберт,Не случайно,"Божье провидение - прочное основание нашей веры, позволяющее нам с уеренностью воспринимать жизненные трудности и трагедии",,,
0548,Б и П,Томас Трибелхорн ,Библия- это не миф,"Факты, о которых умалчивают ваши преподаватели. ",,,
0549,М и Род,Уэйн А. Мэк, Подготовка к богоугодному браку,"Пошаговое руководство для тех, кто уже вступил или только собирается вступить в брак",,,
0550,Д и Н,Лейтон Талберт,Не случайно,"Божье провидение - прочное основание нашей веры, позволяющее нам с уеренностью воспринимать жизненные трудности и трагедии",,,
0551,Худ.,Лори Вик,Чтобы ни произошло завтра,"Сан- Франциско 1871 г. Кэйтлин вынуждена столкнуться с жестокой реальностью калифорнийской жизни. Горечь обращается в радость победы, наивность в зрелость, когда она молится Богу.",,,
0552,Биогр.,И. Я. Антонов,Мое счастье- в Боге,Автобиографическая повесть.  ,,,
0553,Биогр.,Е. Н. Пушков,Ты был со мной всюду. Благовестие,Автобиографическая повесть.  ,,,
0554,ДиН,Освальд Чеймберс,"Все,что могу, - во славу Его"," Описание главных мыслей на тему прославления Бога каждый день, на год.",,,
0555,Худ.,Джон Бевир и Марк Эндрю Олсен,Спасенные,"Роман о пасторе  и его семье. После катастрофы,поврежденная подводная лодка оказывается на дне моря..",,,
0556,Худ.,Элинор Портер,Спутанные нити,"Сборник из 20 рассказов о характерах и нравах современников Элеоноры Портер , как положительные, так и отрицательные.",,,
0557,Худ.,С. Степняк - Кравчинський,Штундист Павелл Руденко,"Действующие лица - простые крестьяне, среди которых особенные люди. Их любовь и вера в Господа являют истинный евангельский свет землякам.",,,
0558,Худ.,сборник рассказов 21 столетья,Птица,"Это детективы и нравоучительные миниатюры, фантастика и житейские истории. Авторы обращаются к первоисточнику мудрости - евангельской проповеди Христа.",,,
0559,Худ.,Пол Хатауэй,Человек с неба,Автобиография китайского Брата Юна.,,,
0560,Худ.,Наталья Гурмеза,Просто любить,Автор делает вывод — просто любовь дает силы в любых ситуациях.,,,
0561,Худ.,Ирина Бренд,С этим знамением мы победим (Гонения на церковь),Жестокие преследования христиан во время правления императора Диоклетиана.,Книга 1,,
0562,Худ.,Ирина Бренд,С этим знамение мы победим (Первый христианский император),"Во второй части вы узнаете о жизни Константина, когда он принял Христа и стал императором.",Книга 2,,
0563,Худ.,Людмила Шторк,Счастье на окраине города,"Талантливая девушка с трудной судьбой, Лиана Лезина, волей случая знакомится с христианской семьей, которая оказывает ей поддержку и помощь",,,
0564,Дух.,Макс Лукадо,Лекарство от обыденности,"Ззадача каждого человека — понять замысел Творца в отношении своей жизни и исполнить то, ради чего он был послан в этот мир.",,,
0565,Дух.,Рик Уоррен,Целеустремленная жизнь,"Книга поможет вам узнать ради чего вы живете, и увидеть удивительный Божий замысел для вашей жизни. Сорокадневное духовное путешествие, которое поможет вам найти истинный ответ на самый важный вопрос:""Зачем я здесь?""",,,
0566,Дух.,Иохим Лангхаммер,Жизнь в победе," Посвящена верующим, которые твёрдо решили следовать за Господом Иисусом Христом, и через возрождение стали детьми Божьими. Как ученикам Иисуса Христа, им раз и навсегда прощены грехи, и стремление их - следовать только за своим Господом, и жить во Славу ",,,
0567,МиР.,Джош Макдуэлл и Дик Дей,Как стать героем для своих детей,"План воспитания детей, который позволит Вам стать героем в их глазах. Сочувствие, твердость, последовательность сделают Вас примером для Ваших детей",,,
0568,Толк.,Джон Ф. МакАртур мл.,Толкование Послания к Ефесянам,Комментарии на Книгу Послание Ефесянам,,,
0569,Ист.,Иван Степанович Проханов,В котле России,"Автобиография И.С. Проханова, основателя и почетного руководителя Всероссийского Союза Евангельских Христиан, вместе с интересным повествованием о Русском Союзе Евангельских Христиан.",,,
0570,МиР,Джон Стормер,Растем с Богом,"Подробные инструкции по воспитанию детей от рождения и до пяти лет подкреплены практическими принципами, которые помогут родителям создать счастливую, успешную христианскую жизнь для себя и стабильные, приносящие удовлетворение, семейные отношения друг дл",,,
